sk_data;data;ano;mes;dia;trimestre;dia_semana;eh_fim_de_mes
20240803;2024-08-03;2024;8;3;3;5;0
20240804;2024-08-04;2024;8;4;3;6;0
20240805;2024-08-05;2024;8;5;3;0;0
20240806;2024-08-06;2024;8;6;3;1;0
20240807;2024-08-07;2024;8;7;3;2;0
20240808;2024-08-08;2024;8;8;3;3;0
20240809;2024-08-09;2024;8;9;3;4;0
20240810;2024-08-10;2024;8;10;3;5;0
20240811;2024-08-11;2024;8;11;3;6;0
20240812;2024-08-12;2024;8;12;3;0;0
20240813;2024-08-13;2024;8;13;3;1;0
20240814;2024-08-14;2024;8;14;3;2;0
20240815;2024-08-15;2024;8;15;3;3;0
20240816;2024-08-16;2024;8;16;3;4;0
20240817;2024-08-17;2024;8;17;3;5;0
20240818;2024-08-18;2024;8;18;3;6;0
20240819;2024-08-19;2024;8;19;3;0;0
20240820;2024-08-20;2024;8;20;3;1;0
20240821;2024-08-21;2024;8;21;3;2;0
20240822;2024-08-22;2024;8;22;3;3;0
20240823;2024-08-23;2024;8;23;3;4;0
20240824;2024-08-24;2024;8;24;3;5;0
20240825;2024-08-25;2024;8;25;3;6;0
20240826;2024-08-26;2024;8;26;3;0;0
20240827;2024-08-27;2024;8;27;3;1;0
20240828;2024-08-28;2024;8;28;3;2;0
20240829;2024-08-29;2024;8;29;3;3;0
20240830;2024-08-30;2024;8;30;3;4;0
20240831;2024-08-31;2024;8;31;3;5;1
20240901;2024-09-01;2024;9;1;3;6;0
20240902;2024-09-02;2024;9;2;3;0;0
20240903;2024-09-03;2024;9;3;3;1;0
20240904;2024-09-04;2024;9;4;3;2;0
20240905;2024-09-05;2024;9;5;3;3;0
20240906;2024-09-06;2024;9;6;3;4;0
20240907;2024-09-07;2024;9;7;3;5;0
20240908;2024-09-08;2024;9;8;3;6;0
20240909;2024-09-09;2024;9;9;3;0;0
20240910;2024-09-10;2024;9;10;3;1;0
20240911;2024-09-11;2024;9;11;3;2;0
20240912;2024-09-12;2024;9;12;3;3;0
20240913;2024-09-13;2024;9;13;3;4;0
20240914;2024-09-14;2024;9;14;3;5;0
20240915;2024-09-15;2024;9;15;3;6;0
20240916;2024-09-16;2024;9;16;3;0;0
20240917;2024-09-17;2024;9;17;3;1;0
20240918;2024-09-18;2024;9;18;3;2;0
20240919;2024-09-19;2024;9;19;3;3;0
20240920;2024-09-20;2024;9;20;3;4;0
20240921;2024-09-21;2024;9;21;3;5;0
20240922;2024-09-22;2024;9;22;3;6;0
20240923;2024-09-23;2024;9;23;3;0;0
20240924;2024-09-24;2024;9;24;3;1;0
20240925;2024-09-25;2024;9;25;3;2;0
20240926;2024-09-26;2024;9;26;3;3;0
20240927;2024-09-27;2024;9;27;3;4;0
20240928;2024-09-28;2024;9;28;3;5;0
20240929;2024-09-29;2024;9;29;3;6;0
20240930;2024-09-30;2024;9;30;3;0;1
20241001;2024-10-01;2024;10;1;4;1;0
20241002;2024-10-02;2024;10;2;4;2;0
20241003;2024-10-03;2024;10;3;4;3;0
20241004;2024-10-04;2024;10;4;4;4;0
20241005;2024-10-05;2024;10;5;4;5;0
20241006;2024-10-06;2024;10;6;4;6;0
20241007;2024-10-07;2024;10;7;4;0;0
20241008;2024-10-08;2024;10;8;4;1;0
20241009;2024-10-09;2024;10;9;4;2;0
20241010;2024-10-10;2024;10;10;4;3;0
20241011;2024-10-11;2024;10;11;4;4;0
20241012;2024-10-12;2024;10;12;4;5;0
20241013;2024-10-13;2024;10;13;4;6;0
20241014;2024-10-14;2024;10;14;4;0;0
20241015;2024-10-15;2024;10;15;4;1;0
20241016;2024-10-16;2024;10;16;4;2;0
20241017;2024-10-17;2024;10;17;4;3;0
20241018;2024-10-18;2024;10;18;4;4;0
20241019;2024-10-19;2024;10;19;4;5;0
20241020;2024-10-20;2024;10;20;4;6;0
20241021;2024-10-21;2024;10;21;4;0;0
20241022;2024-10-22;2024;10;22;4;1;0
20241023;2024-10-23;2024;10;23;4;2;0
20241024;2024-10-24;2024;10;24;4;3;0
20241025;2024-10-25;2024;10;25;4;4;0
20241026;2024-10-26;2024;10;26;4;5;0
20241027;2024-10-27;2024;10;27;4;6;0
20241028;2024-10-28;2024;10;28;4;0;0
20241029;2024-10-29;2024;10;29;4;1;0
20241030;2024-10-30;2024;10;30;4;2;0
20241031;2024-10-31;2024;10;31;4;3;1
20241101;2024-11-01;2024;11;1;4;4;0
20241102;2024-11-02;2024;11;2;4;5;0
20241103;2024-11-03;2024;11;3;4;6;0
20241104;2024-11-04;2024;11;4;4;0;0
20241105;2024-11-05;2024;11;5;4;1;0
20241106;2024-11-06;2024;11;6;4;2;0
20241107;2024-11-07;2024;11;7;4;3;0
20241108;2024-11-08;2024;11;8;4;4;0
20241109;2024-11-09;2024;11;9;4;5;0
20241110;2024-11-10;2024;11;10;4;6;0
20241111;2024-11-11;2024;11;11;4;0;0
20241112;2024-11-12;2024;11;12;4;1;0
20241113;2024-11-13;2024;11;13;4;2;0
20241114;2024-11-14;2024;11;14;4;3;0
20241115;2024-11-15;2024;11;15;4;4;0
20241116;2024-11-16;2024;11;16;4;5;0
20241117;2024-11-17;2024;11;17;4;6;0
20241118;2024-11-18;2024;11;18;4;0;0
20241119;2024-11-19;2024;11;19;4;1;0
20241120;2024-11-20;2024;11;20;4;2;0
20241121;2024-11-21;2024;11;21;4;3;0
20241122;2024-11-22;2024;11;22;4;4;0
20241123;2024-11-23;2024;11;23;4;5;0
20241124;2024-11-24;2024;11;24;4;6;0
20241125;2024-11-25;2024;11;25;4;0;0
20241126;2024-11-26;2024;11;26;4;1;0
20241127;2024-11-27;2024;11;27;4;2;0
20241128;2024-11-28;2024;11;28;4;3;0
20241129;2024-11-29;2024;11;29;4;4;0
20241130;2024-11-30;2024;11;30;4;5;1
20241201;2024-12-01;2024;12;1;4;6;0
20241202;2024-12-02;2024;12;2;4;0;0
20241203;2024-12-03;2024;12;3;4;1;0
20241204;2024-12-04;2024;12;4;4;2;0
20241205;2024-12-05;2024;12;5;4;3;0
20241206;2024-12-06;2024;12;6;4;4;0
20241207;2024-12-07;2024;12;7;4;5;0
20241208;2024-12-08;2024;12;8;4;6;0
20241209;2024-12-09;2024;12;9;4;0;0
20241210;2024-12-10;2024;12;10;4;1;0
20241211;2024-12-11;2024;12;11;4;2;0
20241212;2024-12-12;2024;12;12;4;3;0
20241213;2024-12-13;2024;12;13;4;4;0
20241214;2024-12-14;2024;12;14;4;5;0
20241215;2024-12-15;2024;12;15;4;6;0
20241216;2024-12-16;2024;12;16;4;0;0
20241217;2024-12-17;2024;12;17;4;1;0
20241218;2024-12-18;2024;12;18;4;2;0
20241219;2024-12-19;2024;12;19;4;3;0
20241220;2024-12-20;2024;12;20;4;4;0
20241221;2024-12-21;2024;12;21;4;5;0
20241222;2024-12-22;2024;12;22;4;6;0
20241223;2024-12-23;2024;12;23;4;0;0
20241224;2024-12-24;2024;12;24;4;1;0
20241225;2024-12-25;2024;12;25;4;2;0
20241226;2024-12-26;2024;12;26;4;3;0
20241227;2024-12-27;2024;12;27;4;4;0
20241228;2024-12-28;2024;12;28;4;5;0
20241229;2024-12-29;2024;12;29;4;6;0
20241230;2024-12-30;2024;12;30;4;0;0
20241231;2024-12-31;2024;12;31;4;1;1
